,UserId,Reputation,Views,UpVotes,DownVotes,PostId,Score,ViewCount,CommentCount,no_posted,CommentBins
21145,3052,185,24,8,0,17756,0,306.0,4,13,Low
37486,8013,7972,662,108,6,91205,1,63.07692307692308,2,320,Very Low
45533,11167,1,0,0,0,27986,0,277.0,2,1,Very Low
63920,24669,2103,158,196,12,95615,0,1000.8909090909091,0,54,Very Low
68499,28118,11,2,0,0,64550,2,38.0,1,1,Very Low
24985,4290,517,64,40,0,21448,0,72.0,0,27,Very Low
70492,29063,16,0,0,0,67172,3,215.0,1,1,Very Low
85252,45372,143,35,15,0,105261,-1,214.0,0,5,Very Low
23225,3681,197,43,17,0,8742,1,1209.0,2,15,Very Low
65932,26181,58,12,5,0,60210,1,153.0,1,4,Very Low
2411,183,22625,4069,2496,45,15903,3,592.1290322580645,0,493,Very Low
19363,2676,691,91,114,0,54943,1,277.0,10,47,Moderate
59545,21054,5807,813,6054,131,72124,3,196.77272727272725,1,103,Very Low
30940,6129,951,94,99,0,26139,1,276.08108108108115,0,36,Very Low
17401,2116,18088,3899,3274,43,6863,2,788.4545454545454,0,363,Very Low
13944,1119,678,28,10,0,9345,1,63.0,0,27,Very Low
57422,18459,869,72,10,0,64567,0,956.75,0,43,Very Low
77229,36068,603,37,14,6,87606,2,330.5454545454545,0,21,Very Low
62211,22468,2147,1471,2219,103,68062,0,609.1170212765958,0,147,Very Low
66669,26704,46,2,0,0,112436,2,885.3333333333333,1,2,Very Low
45169,11032,22275,7395,2619,42,36129,-1,288.1428571428571,2,966,Very Low
39612,8676,789,115,11,0,22649,5,359.1428571428571,2,15,Very Low
69262,28584,11,1,0,0,65895,2,531.0,6,1,Moderate
39622,8686,256,35,34,0,21541,1,424.0,4,24,Low
78627,37171,6,2,0,0,81901,1,44.0,0,1,Very Low
8094,686,44152,7357,2156,82,92896,1,185.33333333333334,2,1598,Very Low
56031,17503,159,22,10,0,56516,5,134.0,1,10,Very Low
35766,7620,604,56,84,4,60629,2,254.64285714285714,1,13,Very Low
67852,27613,43,4,1,0,69765,3,68.5,1,2,Very Low
18996,2645,3561,585,613,0,12241,3,720.4,0,58,Very Low
88731,52674,11,0,0,0,113289,2,17.0,0,1,Very Low
44358,11032,22275,7395,2619,42,27636,1,1137.6153846153845,18,966,High
48178,12380,98,1,3,0,95499,0,274.5,1,7,Very Low
2338,183,22625,4069,2496,45,11191,5,831.0,0,493,Very Low
19611,2773,485,76,11,4,7470,5,482.0,2,11,Very Low
5368,495,2092,272,32,4,8080,4,207.6315789473684,1,46,Very Low
29230,5738,125,58,0,0,33714,1,457.0,0,12,Very Low
59894,21340,306,14,0,0,87868,2,21.0,0,13,Very Low
66285,26338,4800,515,1781,47,104781,4,111.4545454545455,3,191,Low
81927,41810,549,61,10,3,111387,2,111.0,8,16,Moderate
28764,5494,814,46,68,18,13520,1,179.76470588235293,4,32,Low
46490,11748,916,176,408,5,48475,2,336.0,0,64,Very Low
3503,253,5309,1147,1160,5,8442,3,159.0,0,180,Very Low
40239,9007,1318,309,456,31,46357,1,100.0,0,74,Very Low
64629,25212,2725,224,60,0,74558,2,108.51063829787235,2,56,Very Low
29668,5764,446,77,20,0,91934,0,1026.3333333333333,0,9,Very Low
89998,54639,1,1,0,0,114916,0,35.0,3,1,Low
31272,6341,6,0,0,0,15623,1,391.0,0,1,Very Low
62510,23708,8,1,0,0,54709,1,117.0,0,1,Very Low
85145,45224,16,4,1,0,110205,-1,28.0,4,3,Low
40352,9092,101,2,2,0,22549,0,146.0,0,1,Very Low
63728,24515,722,42,41,0,110597,0,30.0,4,49,Low
39971,8871,425,45,0,0,87080,1,367.72727272727275,0,32,Very Low
67431,27403,2571,215,105,1,93621,3,148.125,0,57,Very Low
59796,21240,790,104,48,2,65457,1,337.81081081081084,12,37,High
70580,29087,1001,37,11,0,67338,1,129.76923076923077,1,38,Very Low
49007,12757,1,0,0,0,32716,0,318.0,3,1,Low
89941,54533,6,0,0,0,112904,1,57.0,0,1,Very Low
73374,31264,459,34,12,3,74485,0,117.4642857142857,3,32,Low
86296,46694,3,1,0,0,111150,0,50.0,0,5,Very Low
47139,11907,11,5,0,0,79386,2,303.0,3,3,Low
79377,37976,475,58,34,0,96296,0,58.0,6,56,Moderate
44422,11032,22275,7395,2619,42,28039,1,371.4875,12,966,High
42231,10017,350,82,23,1,35557,3,141.0,2,24,Very Low
90271,55132,1,1,0,0,114034,0,42.0,4,2,Low
74049,31668,1899,137,8,4,76806,1,49.35294117647059,9,87,Moderate
10199,805,65272,5680,7035,143,106022,1,198.1035294117647,2,1720,Very Low
85845,46102,174,29,5,0,103787,0,24.0,0,7,Very Low
21010,3019,8045,500,228,57,22605,3,761.1176470588235,3,132,Low
32541,6848,105,5,0,0,18053,0,276.0,3,2,Low
20200,2860,3359,467,134,7,16504,1,128.375,1,127,Very Low
36193,7817,296,100,20,3,20630,-1,305.25,8,9,Moderate
12352,919,87393,20932,11273,779,97126,4,1443.4204275534444,0,1204,Very Low
12803,930,31170,5529,10523,214,11558,3,1225.7262247838617,3,458,Low
74433,32016,1,3,0,0,73987,0,104.0,0,1,Very Low
15183,1445,278,33,41,0,12851,5,879.0,2,10,Very Low
46251,11623,853,121,95,0,32667,2,600.6666666666667,0,47,Very Low
67131,27183,41,14,70,0,76357,0,69.66666666666667,0,5,Very Low
81178,40952,6,9,0,0,104877,0,31.0,0,4,Very Low
2802,196,6140,649,497,114,51005,2,188.0,9,188,Moderate
74821,32117,6,6,0,0,100432,1,15.0,0,4,Very Low
82037,41936,6,1,0,0,90030,1,36.0,0,1,Very Low
34061,7290,37083,5554,8641,125,20960,0,1187.9896193771626,0,827,Very Low
46360,11664,111,13,2,0,29543,1,331.6,1,1,Very Low
58229,20085,649,29,14,1,50399,3,56.666666666666664,6,19,Moderate
45908,11409,230,37,25,1,88561,4,60.0,0,14,Very Low
32452,6818,16,8,0,0,16949,1,319.0,2,2,Very Low
88453,52429,16,2,0,0,109069,0,17.0,2,13,Very Low
22276,3382,8009,3559,183,24,24667,2,84.02816901408451,0,425,Very Low
51472,14150,135,9,14,0,65632,0,58.0,0,6,Very Low
29742,5795,452,58,152,0,26175,0,114.0,0,24,Very Low
49503,13047,4577,250,79,3,61047,1,429.7714285714286,0,123,Very Low
27108,4829,637,32,146,1,13820,2,467.0,3,36,Low
64081,24778,52,18,8,0,106358,2,78.0,0,6,Very Low
82910,42952,216,12,10,0,96449,1,64.0,0,17,Very Low
64041,24743,58,6,7,0,69331,1,43.0,0,7,Very Low
34155,7290,37083,5554,8641,125,26891,5,1130.4186851211073,0,827,Very Low
15024,1390,10476,1165,602,34,35226,4,386.51428571428573,0,167,Very Low
41419,9497,282,52,24,0,24408,4,424.8,1,8,Very Low
40030,8926,487,17,9,1,23520,3,754.0,0,10,Very Low
36543,7828,8635,666,49,110,97367,0,1348.388888888889,0,388,Very Low
54438,16765,1490,35,12,0,81108,1,87.32432432432432,0,36,Very Low
85870,46139,19,1,0,0,105289,0,28.0,2,4,Very Low
85482,45674,128,3,2,0,98989,4,154.0,0,4,Very Low
72860,30836,23,0,2,0,105542,4,85.0,7,1,Moderate
81799,41652,35,7,4,0,114511,4,141.0,0,2,Very Low
45289,11032,22275,7395,2619,42,38457,3,298.6,0,966,Very Low
50989,13816,16,0,0,0,35631,3,75.0,2,1,Very Low
46679,11843,150,22,52,1,30039,0,391.7142857142857,0,19,Very Low
61154,22047,13806,2722,401,200,66232,2,194.98265895953756,0,345,Very Low
13252,1005,3679,870,325,0,63863,5,365.0,3,292,Low
53666,16246,21,3,3,0,109340,0,37.0,0,2,Very Low
80573,40252,306,30,49,1,111309,0,26.0,0,25,Very Low
82182,42108,11,2,0,0,90360,1,163.0,0,1,Very Low
70309,28928,129,182,33,1,67044,2,109.0,13,10,High
30890,6096,719,321,113,2,22197,0,466.0,0,85,Very Low
83317,43534,36,8,13,0,112445,1,23.0,0,28,Very Low
68483,28105,11,1,0,0,66187,1,143.0,0,2,Very Low
44544,11032,22275,7395,2619,42,29470,0,771.8452380952381,0,966,Very Low
73205,31162,45,6,1,0,103898,2,30.0,2,3,Very Low
46515,11748,916,176,408,5,74645,2,138.76470588235293,3,64,Low
67188,27214,110,6,0,0,62430,1,122.0,0,3,Very Low
40458,9158,50,26,1,0,22840,0,595.0,5,6,Low
84836,44915,1,0,0,0,96278,0,19.0,1,2,Very Low
46983,11878,1137,66,45,3,93301,2,489.9473684210526,1,35,Very Low
56118,17590,192,34,31,0,55853,1,64.0,0,26,Very Low
72318,30460,651,33,24,3,70456,3,56.8,0,28,Very Low
61062,22047,13806,2722,401,200,60435,5,121.06358381502889,7,345,Moderate
83051,43163,75,17,4,0,92670,5,156.0,2,9,Very Low
6381,603,10647,1225,683,49,53097,1,31.0,0,258,Very Low
79039,37587,11,0,0,0,82888,2,131.0,4,1,Low
22111,3382,8009,3559,183,24,9903,1,41.03521126760563,0,425,Very Low
4599,401,6906,1070,394,6,7342,2,946.8648648648649,2,172,Very Low
51079,13867,51,3,3,0,35745,4,150.0,0,4,Very Low
40538,9163,13,4,0,0,22710,2,312.0,0,1,Very Low
57448,18464,98,5,11,0,59092,2,292.0,0,6,Very Low
22116,3382,8009,3559,183,24,10360,1,42.33802816901408,0,425,Very Low
10031,805,65272,5680,7035,143,97353,2,35.63764705882353,4,1720,Low
28925,5536,244,9,10,0,93486,2,33.0,0,12,Very Low
80442,40124,137,23,2,0,90502,0,18.0,0,40,Very Low
61556,22202,11,16,0,0,52652,1,68.0,0,3,Very Low
2480,183,22625,4069,2496,45,28584,5,413.95454545454544,1,493,Very Low
81324,41146,31,2,5,0,103747,1,20.0,0,6,Very Low
64293,24939,1,5,0,0,57421,0,281.0,2,1,Very Low
17364,2116,18088,3899,3274,43,6106,4,531.1363636363636,1,363,Very Low
2835,196,6140,649,497,114,65504,4,34.666666666666664,1,188,Very Low
78854,37394,1,2,0,0,82810,0,51.0,0,3,Very Low
11437,919,87393,20932,11273,779,5630,4,870.5846153846154,6,1204,Moderate
2773,196,6140,649,497,114,34095,1,218.5,0,188,Very Low
7517,686,44152,7357,2156,82,58412,1,145.27397260273972,6,1598,Moderate
65989,26206,735,25,7,1,73759,0,171.74074074074073,0,26,Very Low
15046,1390,10476,1165,602,34,63795,5,128.8235294117647,0,167,Very Low
49051,12793,134,23,19,1,48878,1,110.5,0,18,Very Low
61436,22109,41,2,0,0,60638,1,74.0,0,2,Very Low
76669,35736,438,41,15,0,78694,4,475.0,3,46,Low
14610,1351,572,171,185,0,8507,3,300.0,1,23,Very Low
43557,10667,145,16,11,0,59134,1,135.0,5,4,Low
77771,36501,101,2,0,0,80322,0,73.0,0,1,Very Low
11192,892,2772,207,167,2,87515,0,579.9065420560747,0,105,Very Low
77545,36335,121,3,2,0,103880,0,54.6,0,5,Very Low
52513,14730,1443,301,386,2,39077,1,466.0,6,73,Moderate
85614,45854,6,0,0,0,100445,0,16.5,5,3,Low
39407,8605,2526,462,497,15,21411,1,303.5,0,101,Very Low
56659,17908,3559,206,88,1,65404,3,304.94805194805195,0,153,Very Low
62291,22518,276,23,30,0,83306,2,228.0,0,13,Very Low
71845,30192,117,27,46,0,69920,1,348.0,0,17,Very Low
74774,32089,270,80,46,0,80995,1,191.0,1,13,Very Low
45505,11143,42,16,3,0,31119,3,791.0,0,4,Very Low
10905,887,18187,1660,230,4,23878,4,965.155172413793,3,367,Low
42839,10322,661,98,137,6,26086,0,722.2727272727273,0,26,Very Low
54668,16887,136,3,5,0,43688,2,574.0,2,2,Very Low
22464,3382,8009,3559,183,24,83351,2,133.01408450704224,4,425,Low
62113,22468,2147,1471,2219,103,60488,1,112.0,0,147,Very Low
68168,27838,409,33,125,0,76937,1,84.0,2,21,Very Low
60158,21599,1888,286,1243,39,61801,1,180.2,0,154,Very Low
5174,449,12813,1089,1607,57,8205,3,229.21167883211677,1,260,Very Low
69093,28520,771,41,29,5,111070,0,497.9090909090909,0,21,Very Low
84312,44451,1460,79,229,27,96417,3,260.3478260869565,8,58,Moderate
22263,3382,8009,3559,183,24,22763,2,80.64084507042253,2,425,Very Low
39189,8507,5115,719,733,25,33734,4,592.4705882352941,0,72,Very Low
29250,5739,15236,2252,705,16,14120,0,360.7341772151899,0,397,Very Low
58608,20409,48,3,1,0,52227,2,101.0,2,2,Very Low
77490,36293,11,6,0,0,79879,1,53.5,6,1,Moderate
20405,2921,1177,153,804,48,16762,2,984.875,3,48,Low
77723,36464,21,2,0,0,80212,4,177.0,2,1,Very Low
63986,24696,26,0,0,0,56915,5,115.0,0,1,Very Low
6105,601,13478,1286,283,17,65752,2,133.55882352941177,3,380,Low
46106,11522,370,51,24,0,56448,5,208.05882352941177,6,8,Moderate
76848,35873,59,8,11,0,104531,0,40.0,0,11,Very Low
85361,45528,13,0,0,0,112553,0,17.0,0,2,Very Low
14530,1329,1665,335,91,5,48807,5,470.0,0,71,Very Low
19715,2798,1942,189,366,2,15042,5,384.0,5,83,Low
9703,805,65272,5680,7035,143,85452,5,666.0695652173913,20,1720,High
22218,3382,8009,3559,183,24,18285,1,68.91549295774648,7,425,Moderate
42191,9998,233,30,4,0,24950,1,1132.0,5,13,Low
79304,37928,326,9,10,0,83369,1,51.0,0,12,Very Low
76781,35800,6,1,0,0,78818,1,96.0,2,1,Very Low
27496,4862,3544,460,358,3,64905,3,264.57142857142856,0,76,Very Low
86671,48148,1351,68,5,0,108087,1,33.816326530612244,2,48,Very Low
86451,46890,35,2,3,0,107901,2,66.0,1,3,Very Low
87886,49647,175,38,12,1,108131,4,64.25,0,4,Very Low
65673,25986,126,6,1,0,76288,1,58.0,0,9,Very Low
37035,7972,11631,1050,1230,187,46923,1,869.6816143497758,1,340,Very Low
36518,7828,8635,666,49,110,90959,2,718.2962962962963,4,388,Low
78416,36913,1,0,0,0,82232,0,29.0,0,2,Very Low
55039,17072,1981,305,523,16,79237,1,17.2,3,75,Low
41453,9534,215,19,37,0,33331,3,489.6,1,6,Very Low
84032,44269,4767,397,363,41,102943,3,103.3448275862069,3,213,Low
13678,1079,192,33,8,0,21718,3,115.0,7,4,Moderate
67068,27115,45,16,1,0,76644,3,312.0,0,3,Very Low
4020,288,86,3,9,0,644,5,216.8,1,4,Very Low
38107,8141,3008,330,350,24,97222,1,40.03225806451613,0,67,Very Low
38183,8177,144,9,0,0,21737,2,576.2857142857142,0,6,Very Low
8057,686,44152,7357,2156,82,89859,1,204.98305084745763,0,1598,Very Low
68585,28195,11,0,0,0,64785,2,375.0,6,1,Moderate
13045,990,147,46,11,0,4496,2,696.0,1,9,Very Low
46105,11522,370,51,24,0,43391,2,208.0,1,8,Very Low
40147,8980,113,2,0,0,22305,2,144.0,0,1,Very Low
72658,30661,6,2,0,0,70924,0,50.666666666666664,0,3,Very Low
75735,34917,1,0,0,0,76799,0,36.0,1,1,Very Low
83311,43534,36,8,13,0,99069,0,37.0,0,28,Very Low
26313,4559,724,64,72,0,10632,0,1319.6666666666667,0,35,Very Low
73287,31230,31,0,0,0,72245,2,112.0,0,3,Very Low
38013,8137,1047,176,25,2,33805,1,954.2857142857143,1,66,Very Low
56641,17908,3559,206,88,1,57571,2,279.35064935064935,0,153,Very Low
59866,21300,50,2,4,0,50890,5,224.0,3,2,Low
6427,603,10647,1225,683,49,79908,3,115.03999999999999,0,258,Very Low
26487,4598,8814,516,314,11,49146,0,180.92857142857144,0,254,Very Low
66779,26833,13,0,0,0,61620,2,342.0,4,1,Low
11170,892,2772,207,167,2,59315,1,467.02803738317755,2,105,Very Low
40322,9047,25,14,0,0,73938,0,72.0,0,6,Very Low
58971,20744,1,1,0,0,49774,0,129.0,2,2,Very Low
24252,4229,46,7,1,0,9731,4,241.0,3,4,Low
50102,13345,1,2,0,0,34429,-1,118.0,2,1,Very Low
51811,14289,329,47,24,1,40707,1,134.75,0,37,Very Low
67513,27449,19,13,0,0,62869,1,259.8,1,2,Very Low
87782,49448,6,0,0,0,105688,1,174.0,2,1,Very Low
38559,8361,163,6,1,0,69914,1,47.0,1,6,Very Low
9418,805,65272,5680,7035,143,68141,3,1467.56,0,1720,Very Low
67367,27383,76,2,2,0,63144,1,167.0,3,6,Low
63307,24139,38,1,4,0,79216,1,156.0,0,3,Very Low
86851,48372,40,33,3,0,103380,3,35.0,2,4,Very Low
74385,31975,432,17,4,0,97065,0,65.0,0,6,Very Low
80340,40047,1,0,0,0,90539,0,52.0,1,1,Very Low
3800,273,1384,87,17,0,81274,2,262.1,2,48,Very Low
59832,21260,236,30,2,0,55936,1,49.46153846153846,0,13,Very Low
26539,4598,8814,516,314,11,62765,2,174.9345238095238,7,254,Moderate
79714,38341,13,1,0,0,84075,2,60.0,0,1,Very Low
14452,1307,4128,5025,600,10,13835,1,123.5,0,90,Very Low
79984,39592,15,6,3,0,97196,0,23.0,1,8,Very Low
31383,6412,182,28,13,0,17936,2,313.0,0,12,Very Low
77987,36564,69,6,4,0,100841,0,67.0,2,17,Very Low
82328,42302,6,0,0,0,90805,1,53.0,0,1,Very Low
29716,5792,1053,166,0,0,7496,1,367.0,1,33,Very Low
43611,10688,83,27,10,0,32278,2,98.0,0,7,Very Low
48244,12431,601,22,14,0,32378,1,424.75,1,16,Very Low
30967,6142,140,5,4,0,97896,3,120.0,10,4,Moderate
56227,17661,1917,331,139,16,72071,0,117.57142857142857,0,101,Very Low
81374,41211,34,2,1,0,89790,0,79.0,1,8,Very Low
24205,4173,43,14,0,0,53238,0,174.0,0,7,Very Low
68207,27854,121,0,1,0,70255,1,103.0,0,5,Very Low
54489,16808,11,3,0,0,43497,2,112.0,0,1,Very Low
84704,44780,6,1,0,0,95954,1,50.0,0,1,Very Low
69359,28666,2653,233,729,45,85557,1,309.0,0,85,Very Low
80596,40274,16,0,0,0,86616,3,55.0,2,1,Very Low
5560,557,1273,142,58,0,5746,3,292.0,2,44,Very Low
73059,31071,6,0,0,0,71907,1,66.0,0,1,Very Low
24068,4062,282,63,5,0,9896,1,194.5,1,8,Very Low
58086,19938,6,0,0,0,48280,1,383.0,3,1,Low
32710,6897,1178,334,454,27,38928,4,496.0,2,53,Very Low
57101,18215,383,21,8,1,49501,0,377.25,0,14,Very Low
79575,38185,26,2,1,0,113419,1,19.0,0,2,Very Low
3312,251,7931,984,819,0,1416,2,753.218487394958,0,132,Very Low
10887,887,18187,1660,230,4,21033,3,1219.7413793103449,4,367,Low
12345,919,87393,20932,11273,779,95841,2,1460.8456057007127,0,1204,Very Low
30640,6029,5837,638,3481,40,64013,5,458.28662420382165,12,155,High
16108,1764,7461,764,1264,8,5479,4,868.0,3,252,Low
15466,1569,3015,188,151,2,64802,3,696.8,1,82,Very Low
49171,12858,155,16,3,0,33110,1,209.5,0,5,Very Low
81650,41473,16,0,0,0,89113,3,53.0,1,1,Very Low
75230,32498,1,2,0,0,74947,0,93.0,4,1,Low
49766,13138,3518,315,63,2,81669,2,55.2093023255814,3,142,Low
53821,16362,206,30,15,0,59018,2,952.0,0,13,Very Low
19119,2669,6078,776,1146,351,10685,2,198.4736842105263,2,291,Very Low
43282,10524,2384,163,55,20,40731,2,210.0,2,83,Very Low
76863,35886,1,0,0,0,79023,0,83.0,2,1,Very Low
21098,3026,844,43,1,0,25555,1,413.0,1,19,Very Low
34326,7290,37083,5554,8641,125,41303,0,1208.2413793103449,0,827,Very Low
84631,44760,418,52,34,0,100086,3,51.625,16,40,High
61862,22387,496,22,7,1,79853,2,228.0,0,9,Very Low
8233,686,44152,7357,2156,82,105666,2,40.86021505376344,4,1598,Low
13945,1119,678,28,10,0,73583,0,74.85,3,27,Low
64385,25057,11,0,0,0,57944,2,70.0,4,1,Low
4712,401,6906,1070,394,6,34721,3,802.1578947368421,0,172,Very Low
67726,27579,130,7,13,0,63750,0,40.0,5,3,Low
1521,96,441,80,18,0,3451,4,174.75,0,11,Very Low
87719,49398,574,40,5,0,109136,0,39.45454545454545,4,46,Low
64823,25366,1,1,0,0,79301,0,31.0,0,1,Very Low
73328,31257,1,1,0,0,73328,0,78.0,1,3,Very Low
38596,8377,6,7,0,0,21635,0,64.0,2,2,Very Low
13049,990,147,46,11,0,78102,0,16.0,0,9,Very Low
79544,38152,11,0,0,0,83706,2,28.0,1,1,Very Low
76686,35736,438,41,15,0,88392,0,22.0,2,46,Very Low
19874,2817,9604,1244,1437,8,13683,1,618.5555555555555,11,276,Moderate
26,-1,1,0,5007,1920,21795,0,392.27777777777777,0,211,Very Low
53860,16379,16,1,0,0,41488,3,166.0,1,1,Very Low
37770,8089,140,16,6,0,78089,0,15.0,0,11,Very Low
5974,601,13478,1286,283,17,25557,4,167.10569105691056,1,380,Very Low
22187,3382,8009,3559,183,24,14992,4,60.83802816901408,0,425,Very Low
19347,2669,6078,776,1146,351,108146,0,802.2,0,291,Very Low
19768,2798,1942,189,366,2,103067,3,49.0,2,83,Very Low
48756,12618,118,0,1,0,32290,3,1064.0,0,1,Very Low
21349,3194,26,1,0,0,8486,2,427.0,2,2,Very Low
83341,43546,38,2,1,0,95043,0,22.0,0,7,Very Low
88191,52059,1,0,0,0,107911,0,43.0,0,1,Very Low
13039,988,168,61,31,0,15572,3,533.0,3,8,Low
58759,20556,384,109,28,2,64079,0,339.0,0,31,Very Low
27718,4975,42,26,14,0,26448,2,70.0,0,5,Very Low
18545,2392,11860,2359,883,7,38882,0,200.95652173913044,0,321,Very Low
84949,44965,2062,99,13,0,102975,1,39.43589743589743,0,77,Very Low
65221,25635,21,2,0,0,59744,4,230.0,0,1,Very Low
14341,1279,26,19,0,0,5776,2,516.0,0,2,Very Low
62713,23853,6235,514,147,10,56348,5,108.04188481675394,7,190,Moderate
38046,8137,1047,176,25,2,112688,0,460.3636363636364,0,66,Very Low
83247,43414,55,9,6,0,99373,1,38.0,0,6,Very Low
29675,5767,98,6,0,0,14161,1,508.0,4,6,Low
84678,44764,1156,80,204,1,102996,0,75.62790697674419,0,41,Very Low
67456,27412,6,2,0,0,62803,1,117.0,0,3,Very Low
52551,14730,1443,301,386,2,67055,2,73.0,1,73,Very Low
56135,17590,192,34,31,0,112527,0,46.0,0,26,Very Low
3628,264,4701,839,1408,55,5044,4,1120.75,2,126,Very Low
33827,7250,6216,338,625,56,43843,2,442.9230769230769,3,149,Low
9447,805,65272,5680,7035,143,71367,2,766.9200000000001,0,1720,Very Low
33335,7071,7663,878,550,21,89980,2,44.05882352941177,0,274,Very Low
59976,21412,6,0,0,0,51091,1,60.0,0,1,Very Low
70120,28774,10,8,0,0,73367,0,103.0,0,3,Very Low
47245,11976,141,6,3,0,30424,3,88.0,0,5,Very Low
77870,36540,253,78,77,2,86858,3,81.0,0,71,Very Low
78506,37032,101,0,0,0,81617,0,11.0,0,1,Very Low
76634,35684,1,1,0,0,78566,0,96.0,7,1,Moderate
29151,5676,75,21,1,0,73757,1,78.0,5,9,Low
11099,888,315,21,8,0,18929,4,173.0,1,3,Very Low
47413,12005,157,31,17,0,70435,0,29.0,0,18,Very Low
53377,16059,28,9,1,0,40700,1,100.0,1,6,Very Low
57868,19803,16,0,0,0,48019,3,55.0,0,1,Very Low
36378,7828,8635,666,49,110,49979,1,1148.1153846153845,0,388,Very Low
4493,364,5442,671,115,2,17914,5,542.3000000000001,0,144,Very Low
27690,4944,16,1,0,0,11739,3,105.0,1,1,Very Low
9986,805,65272,5680,7035,143,95924,1,94.40689655172412,9,1720,Moderate
42409,10065,435,62,48,0,41611,1,655.3333333333334,0,15,Very Low
64573,25184,392,30,56,1,86474,1,54.0,0,22,Very Low
41837,9738,1725,217,246,1,24824,4,438.35483870967744,2,37,Very Low
43200,10500,1205,138,404,5,73501,2,212.66666666666666,6,48,Moderate
52750,14803,2241,121,96,2,86584,2,76.0,0,83,Very Low
23436,3799,186,23,8,1,33510,1,1175.25,0,4,Very Low
67841,27608,153,11,0,0,96308,1,95.92307692307692,0,12,Very Low
47012,11887,2555,284,460,57,34539,1,878.6315789473684,0,111,Very Low
655,25,4968,641,328,23,99033,0,370.1224489795918,0,137,Very Low
82691,42728,310,47,2,0,91781,1,52.285714285714285,0,13,Very Low
3855,279,6176,374,578,8,4736,1,692.9503105590062,0,158,Very Low
50549,13564,169,7,18,0,115248,4,153.0,0,13,Very Low
69693,28746,16108,1673,63,6,66748,2,207.84615384615384,0,417,Very Low
58169,20035,71,5,0,0,48441,4,283.0,2,1,Very Low
34903,7339,330,59,26,0,83465,2,182.0,2,17,Very Low
8213,686,44152,7357,2156,82,103827,0,33.54838709677419,6,1598,Moderate
79643,38241,106,0,3,0,104000,0,47.0,7,2,Moderate
11482,919,87393,20932,11273,779,6649,5,974.1538461538462,1,1204,Very Low
23063,3595,913,653,2,0,8142,1,111.0,1,19,Very Low
36114,7795,937,180,128,0,22070,1,290.0,0,58,Very Low
78037,36609,21,4,0,0,86918,0,78.0,0,6,Very Low
46447,11708,725,64,240,6,97328,0,81.5,0,30,Very Low
56925,18075,80,19,2,0,49702,1,127.0,4,7,Low
78330,36833,11,0,0,0,81147,1,684.5,0,1,Very Low
30510,6015,425,23,72,0,18533,2,835.0,1,19,Very Low
56028,17503,159,22,10,0,55754,1,72.0,0,10,Very Low
31011,6169,436,24,74,0,17472,4,1031.0,2,13,Very Low
28237,5289,708,75,32,5,12696,1,183.8421052631579,1,18,Very Low
57172,18268,441,30,47,3,99867,2,158.0,1,20,Very Low
61146,22047,13806,2722,401,200,66008,0,188.5549132947977,0,345,Very Low
79723,38348,366,32,25,0,85467,1,74.0,3,26,Low
87234,48775,56,5,0,0,106324,2,52.0,0,3,Very Low
79912,39537,83,4,1,0,114442,0,19.0,3,5,Low
6788,686,44152,7357,2156,82,16341,2,1134.923076923077,1,1598,Very Low
60208,21599,1888,286,1243,39,69025,2,566.0222222222222,0,154,Very Low
73444,31323,206,11,15,0,72994,0,87.6,2,7,Very Low
48798,12647,204,7,6,0,37468,2,146.0,0,14,Very Low
71779,30115,11,0,0,0,69643,2,144.0,1,1,Very Low
18678,2454,81,12,0,0,6886,1,171.0,1,4,Very Low
88717,52672,90,14,0,0,109365,0,10.0,1,15,Very Low
55672,17301,56,8,3,0,68380,0,178.0,6,3,Moderate
52655,14770,6,1,0,0,38972,1,74.0,0,1,Very Low
81367,41205,108,1,2,0,111713,1,20.0,0,1,Very Low
44439,11032,22275,7395,2619,42,28367,0,378.5,0,966,Very Low
58750,20556,384,109,28,2,61073,1,287.25,1,31,Very Low
15382,1540,1794,129,70,4,23500,5,144.57142857142856,1,35,Very Low
85379,45561,388,6,5,0,97717,2,79.0,3,11,Low
75628,34842,153,4,4,0,76643,3,449.0,12,7,High
67006,27061,6,1,0,0,62087,0,45.0,2,3,Very Low
45887,11408,241,19,11,0,28892,4,224.0,0,10,Very Low
73034,31035,45,1,7,0,71961,4,511.0,3,2,Low
65559,25936,2196,206,298,6,89323,1,144.7037037037037,2,47,Very Low
22429,3382,8009,3559,183,24,69998,1,123.89436619718309,1,425,Very Low
35150,7436,121,5,0,0,18571,4,173.0,7,1,Moderate
18768,2488,327,49,14,1,110173,1,43.0,1,24,Very Low
15209,1475,347,12,10,2,6892,1,858.0,0,9,Very Low
80210,39939,103,1,2,0,86122,0,84.0,2,1,Very Low
53237,16021,16,1,0,0,40603,3,405.0,2,1,Very Low
32501,6842,118,8,0,0,58465,3,430.0,4,3,Low
1876,159,18283,3781,1014,59,24361,5,270.9382716049383,6,293,Moderate
77063,36041,2538,252,15,5,88833,3,58.79591836734694,2,179,Very Low
37700,8076,4460,393,223,26,45083,3,1050.4444444444443,1,97,Very Low
19752,2798,1942,189,366,2,88515,0,53.0,0,83,Very Low
13251,1005,3679,870,325,0,63801,1,412.0,0,292,Very Low
42352,10064,1097,111,226,2,27229,1,131.0,1,46,Very Low
69007,28478,16,1,0,0,65608,1,109.0,4,2,Low
